sitename,Address,firstComplaint,lastComplaint,NumOfComplaints,NumOfCleanups,NumOfEncampments,NumOfCamps,NumOfOutreachContacted,NumOfOutreachReferred,MapLatitude,MapLongitude,TargetDate,CleanupScheduledOrCompleteDate,CleanupStatus,CleanupID,CleanupSiteCondition,ComplaintSiteCondition,InspectionSiteCondition,OutreachSiteCondition,PoliceSiteCondition,MaintenanceSiteCondition,InventoryInfo,Documents,EncampmentStatus
Ballard Way NW & 11th Ave NW (Sidewalk),"11th Ave NW & NW Ballard Way, Seattle, WA 98107, USA",4/14/2016,12/20/2016,2,2,0,2,0,0,47.6629336,-122.3707673,5/5/2016,4/27/2016,C,4700,,"1 Number of People, 1 Number of Structures, 1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
College Street Ravine,"4817 SW Walker St, Seattle, WA 98116, USA",4/14/2016,4/14/2016,1,1,0,1,0,0,47.583888,-122.393829,5/5/2016,5/8/2017,C,4701,,"1 Fires, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Williams Place Park,"15th Avenue East & East John Street, Seattle, WA 98112, USA",2/12/2015,4/15/2016,2,2,0,2,0,0,47.6199636,-122.3127227,5/6/2016,5/25/2017,C,4702,,"1 Number of People, 1 Garbage / Litter, ","2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
NW Leary Way Triangle,"9th Ave NW & Leary Way NW, Seattle, WA 98107, USA",11/5/2008,5/18/2018,22,17,1,16,9,10,47.66346536,-122.3690164,5/6/2016,5/3/2016,C,4703,,"1 Number of Structures, 1 Garbage / Litter, 3 Number of Structures, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Boren Place Park,"Boren Ave & Terrace St, Seattle, WA 98104, USA",6/5/2012,4/15/2016,4,2,0,2,4,4,47.6050819,-122.3211808,5/6/2016,5/25/2017,C,4704,,"3 Number of People, 2 Number of Structures, 1 Garbage / Litter, 1 Fires, ","2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 1 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
740 11TH AVE E,"740 11th Ave E, Seattle, WA 98102, USA",4/19/2016,4/19/2016,1,1,0,1,0,0,47.62651,-122.317691,5/10/2016,4/26/2016,C,4705,,"1 Garbage / Litter, 1 Property Damage, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
12th Ave W & W Blaine Street,"12th Ave W & W Blaine St, Seattle, WA 98119, USA",8/16/2011,5/21/2018,6,5,2,3,4,4,47.6347578,-122.3727493,5/10/2016,6/9/2017,C,4706,,"2 Number of Structures, 1 Garbage / Litter, ","5 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, 2 Criminal Activity, 1 Weapons, 1 Alcohol / Drugs, 1 Property Damage, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
SB509,"Seattle, WA",4/6/2016,4/19/2016,2,1,1,0,1,1,47.605078,-122.329974,4/27/2016,4/13/2016,C,4707,"7 Number of People, 15 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, ","15 Number of People, 15 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, 15 Number of People, 15 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, ","15 Number of People, 15 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, ","7 Males Contacted, 1 Number of Shelter Referrals (Male), 1 Females Contacted, 1 Number of Shelter Referrals (Female), ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Ballard Locks Park Hillside,"5300 34th Ave NW, Seattle, WA 98107, USA",12/30/2015,3/17/2017,8,4,2,2,2,2,47.66717544,-122.4010881,5/10/2016,2/13/2017,C,4708,,"5 Number of Structures, 1 Garbage / Litter, 11 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Hazardous Materials, 1 Criminal Activity, 1 Alcohol / Drugs, 5 Number of People, 10 Number of Structures, 1 Garbage / Litter, 4 Number of Structures, ","10 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4","12th Ave W & W Howe St, Seattle, WA 98119, USA",3/25/2008,2/20/2018,47,23,15,8,45,45,47.63190842,-122.3720741,5/10/2016,8/18/2016,C,4709,,"3 Number of Structures, 3 Number of Structures, 1 Garbage / Litter, 1 Criminal Activity, 1 Property Damage, 2 Number of People, 2 Number of Structures, 1 Garbage / Litter, ","1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, 1 Property Damage, ",,,"4 Number of People, 1 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 2 Fires, 1 Criminal Activity, 1 Property Damage, 8 Number of Photos, 1 Personal Property Recovered, 1790 Weight of Garbage (lbs), 44 Total Staff Hours, 364 Other Costs ($), 1100 Total Labor Costs ($), 4 Number of People, 1 Number of Structures, 1 Garbage / Litter, 1000 Weight of Garbage (lbs), 39 Total Staff Hours, 525 Other Costs ($), 975 Total Labor Costs ($), 3 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Fires, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Personal Property Recovered, 2000 Weight of Garbage (lbs), 24 Total Staff Hours, 150 Other Costs ($), 600 Total Labor Costs ($), ",,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
8th Ave NW & NW 43rd St,"4350 8th Ave NW, Seattle, WA 98107, USA",3/21/2016,3/9/2018,12,6,0,6,0,0,47.6589541,-122.3660526,5/11/2016,5/3/2016,C,4710,,"3 Number of Structures, ","2 Number of People, 2 Number of Structures, 4 Number of Photos, ",,,,,"Cleanup Doc:      Inspection Doc:  004.JPG, 005.JPG, 006.JPG, 007.JPG,     Inventory Doc:      Site Doc:  ",Camping
1700 block 6th Ave S,"1762 6th Ave S, Seattle, WA 98134, USA",6/19/2012,5/11/2016,19,15,6,9,28,28,47.5869254,-122.3257009,5/11/2016,4/26/2017,C,4711,"1 Personal Property Recovered, 11 Number of Structures, 2 Number of Vehicles, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Property Damage, ","4 Number of Structures, 1 Garbage / Litter, 1 Property Damage, 1 Garbage / Litter, ","3 Number of People, 23 Number of Structures, 2 Number of Vehicles, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 2 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 1 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Golden Gardens - West Side,"8498 Seaview Place Northwest, Seattle, WA 98117, USA",9/22/2014,9/18/2017,4,4,2,2,3,3,47.6917719,-122.4039299,5/11/2016,4/21/2016,C,4712,,"1 Number of Structures, ","2 Number of People, 1 Number of Structures, 1 Garbage / Litter, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
14th Ave NW & NW Ballard Way,"14th Ave NW & NW Ballard Way, Seattle, WA 98107, USA",3/2/2016,11/21/2016,8,3,0,3,1,1,47.6629371,-122.3735289,5/12/2016,5/3/2016,C,4713,,"1 Number of People, 1 Number of Structures, 1 Number of People, ","1 Number of People, 1 Number of Structures, 2 Number of Photos, ",,,,,"Cleanup Doc:      Inspection Doc:  010.JPG, 011.JPG,     Inventory Doc:      Site Doc:  ",Camping
4th Ave & Dilling Way,"Dilling Way & 4th Ave, Seattle, WA 98104, USA",4/1/2014,5/4/2016,4,4,0,4,4,4,47.602169,-122.3293103,5/12/2016,4/25/2016,C,4714,"4 Number of People, 4 Number of Structures, 1 Garbage / Litter, ","2 Number of People, 2 Number of Structures, 1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Rainier Ave South  Off Ramp,"1500 Valentine Pl S, Seattle, WA 98144, USA",11/15/2015,4/2/2018,9,4,2,2,4,4,47.5894062,-122.307346,12/6/2015,12/9/2015,C,4715,"28 Number of People, 27 Number of Structures, 9 Number of Vehicles, ","20 Number of People, 20 Number of Structures, ","20 Number of People, 20 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, 1 Fires, ","23 Males Contacted, 4 Number of Shelter Referrals (Male), 4 Females Contacted, 1 Number of Shelter Referrals (Female), ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
I-5 NB offramp at NE 65th St and Ravenna Blvd,"NE 65th St & NE Ravenna Blvd, Seattle, WA 98115, USA",1/12/2015,1/22/2018,10,4,0,4,1,1,47.6758709,-122.3223639,12/2/2015,12/16/2015,C,4716,"1 Number of People, 1 Number of Structures, 1 Garbage / Litter, 1 Human Waste, ","1 Number of People, 1 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, ","1 Number of People, 1 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, ","1 Males Contacted, 1 Number of Shelter Referrals (Male), ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
WB I-90 to SB I5,"Seattle, WA",11/15/2015,1/26/2018,3,2,1,1,1,1,47.605078,-122.329974,12/6/2015,1/13/2016,C,4717,"11 Number of People, 10 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, ","11 Number of People, 10 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, ","11 Number of People, 10 Number of Structures, 1 Garbage / Litter, 1 Human Waste, ","10 Males Contacted, 1 Number of Shelter Referrals (Male), 1 Females Contacted, ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Rainier Ave South  Off Ramp,"1500 Valentine Pl S, Seattle, WA 98144, USA",11/15/2015,4/2/2018,9,4,2,2,4,4,47.5894062,-122.307346,12/6/2015,1/20/2016,C,4718,"9 Number of People, 7 Number of Structures, ","9 Number of People, 7 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, ","9 Number of People, 7 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, ","6 Males Contacted, 6 Number of Shelter Referrals (Male), 1 Females Contacted, ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Poplar Place South/South Dean Street,"Poplar Pl S & S Dean St, Seattle, WA 98144, USA",12/15/2015,5/2/2017,5,4,4,0,4,4,47.5954603,-122.3125651,1/5/2016,1/21/2016,C,4719,"2 Number of People, 5 Number of Structures, 1 Garbage / Litter, 1 Human Waste, ","2 Number of People, 5 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, ","2 Number of People, 5 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, ","1 Males Contacted, 1 Number of Shelter Referrals (Male), 1 Females Contacted, ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
I-90 EB Onramp (Westside of Rainier Ave S),"1801 S Bush Pl, Seattle, WA 98144, USA",4/22/2016,6/14/2018,7,4,3,1,2,2,47.5919518,-122.3101156,5/13/2016,6/16/2016,C,4720,"2 Personal Property Recovered, 5 Number of People, 6 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, ","1 Garbage / Litter, ","6 Number of People, 4 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, ","4 Males Contacted, 1 Females Contacted, 1 Number of Shelter Referrals (Female), ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
S Walker St east of 4th Ave S,"Seattle, WA, USA",9/3/2014,4/22/2016,4,4,0,4,1,1,47.6062095,-122.3320708,5/13/2016,4/26/2016,C,4721,"2 Personal Property Recovered, 1 Number of People, 1 Number of Structures, 60 Number of Vehicles, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 1 Property Damage, ","1 Rats / Mice, ","2 Number of People, 1 Number of Structures, 60 Number of Vehicles, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 1 Property Damage, 2 Encampment Premium (Parks), ","1 Males Contacted, ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
1st Ave & Broad St,"2900 1st Ave, Seattle, WA 98121, USA",4/22/2016,6/15/2016,2,1,0,1,0,0,47.6172827,-122.3528154,5/13/2016,8/24/2016,C,4722,,"1 Number of People, ","2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
220 2nd Ave S Ext,"220 2nd Avenue Extension South, Seattle, WA 98104, USA",3/11/2015,11/9/2017,3,3,1,2,1,1,47.6007574,-122.3310862,5/13/2016,6/28/2016,C,4723,"3 Number of People, 3 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, ","6 Number of Structures, 1 Garbage / Litter, ","3 Number of People, 3 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, ","3 Males Contacted, ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Greenwood Park,"8809 Fremont Ave N, Seattle, WA 98103, USA",2/16/2016,7/2/2018,8,7,4,3,0,0,47.693142,-122.350248,5/15/2016,4/25/2016,C,4724,,"1 Number of Structures, ","1 Garbage / Litter, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Airport Way S & S Stacy (Under I-5),"2400 Airport Way South, Seattle, WA 98134, USA",11/4/2014,4/24/2016,2,2,0,2,2,2,47.5817288,-122.3209772,5/15/2016,8/22/2016,C,4725,,,,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
2nd Ave Ext S & S Main St,"S Main St & 2nd Ave Ext S, Seattle, WA 98104, USA",4/25/2016,6/6/2018,9,5,2,3,2,2,47.600049,-122.3304649,5/16/2016,6/28/2016,C,4726,"3 Number of People, 3 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, ","3 Number of People, 5 Number of Structures, 1 Garbage / Litter, 1 Garbage / Litter, ","3 Number of People, 3 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, ","3 Males Contacted, ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
I-5 Colonnade Park,"1826 Franklin Ave E, Seattle, WA 98102, USA",5/18/2009,6/4/2018,50,27,2,25,14,16,47.635671,-122.324189,5/16/2016,2/13/2017,C,4727,,"4 Number of Structures, 1 Human Waste, 1 Alcohol / Drugs, 4 Number of Structures, 1 Garbage / Litter, 1 Number of Structures, ",,,,"2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Personal Property Recovered, 2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Personal Property Recovered, ",,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
1401 NW Leary Way,"1401 NW Leary Way, Seattle, WA 98107, USA",3/19/2016,8/11/2017,6,3,0,3,0,0,47.6632831,-122.3744233,5/16/2016,5/20/2016,C,4728,,"1 Number of People, 1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
1900 Airport Way (Vacant lot),"1900 Airport Way S, Seattle, WA 98134, USA",3/28/2016,11/29/2018,3,3,1,2,0,0,47.5862561,-122.3209897,5/16/2016,5/2/2016,C,4729,,"1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
325 W Galer St,"325 W Galer, Seattle, WA",4/26/2016,4/26/2016,1,1,0,1,0,0,0,0,5/17/2016,5/5/2017,C,4730,,"1 Human Waste, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
3rd Ave S & S Royal Brougham Way,"3rd Avenue South & South Royal Brougham Way, Mariners Team Store, Seattle, WA 98134, USA",12/3/2013,6/14/2018,13,13,3,10,21,21,47.5916997,-122.330023,3/22/2016,3/22/2016,C,4731,"6 Number of People, 6 Number of Structures, ","6 Number of People, 6 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Hazardous Materials, 1 Alcohol / Drugs, ","6 Number of People, 6 Number of Structures, ","6 Males Contacted, 3 Number of Shelter Referrals (Male), 2 Females Contacted, ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Western Ave & Bell St,"2305 Western Avenue, Seattle, WA 98121, USA",3/26/2015,1/8/2018,25,12,6,6,7,7,47.6128594,-122.3478416,5/18/2016,5/2/2016,C,4732,"3 Number of People, 2 Number of Structures, 1 Garbage / Litter, ","3 Number of Structures, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
3rd Ave S & S Royal Brougham Way,"3rd Avenue South & South Royal Brougham Way, Mariners Team Store, Seattle, WA 98134, USA",12/3/2013,6/14/2018,13,13,3,10,21,21,47.5916997,-122.330023,3/23/2016,3/28/2016,C,4733,"2 Personal Property Recovered, 1 Garbage / Litter, 1 Human Waste, 1 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 1 Property Damage, ","1 Garbage / Litter, 1 Human Waste, 1 Hazardous Materials, ","1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 1 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
3rd Ave S & S Royal Brougham Way,"3rd Avenue South & South Royal Brougham Way, Mariners Team Store, Seattle, WA 98134, USA",12/3/2013,6/14/2018,13,13,3,10,21,21,47.5916997,-122.330023,3/24/2016,3/29/2016,C,4734,"2 Personal Property Recovered, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 1 Property Damage, ","1 Garbage / Litter, 1 Human Waste, 1 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 1 Property Damage, ","1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 1 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
3rd Ave S & S Royal Brougham Way,"3rd Avenue South & South Royal Brougham Way, Mariners Team Store, Seattle, WA 98134, USA",12/3/2013,6/14/2018,13,13,3,10,21,21,47.5916997,-122.330023,4/19/2016,4/5/2016,C,4735,"2 Personal Property Recovered, 4 Number of People, 2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 1 Property Damage, ","4 Number of People, 2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 1 Property Damage, ","4 Number of People, 2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 1 Property Damage, 2 Encampment Premium (Parks), ","4 Males Contacted, ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
S Walker St east of 4th Ave S,"Seattle, WA, USA",9/3/2014,4/22/2016,4,4,0,4,1,1,47.6062095,-122.3320708,5/9/2016,8/24/2016,C,4736,,"1 Number of People, 1 Number of Structures, 60 Number of Vehicles, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 1 Property Damage, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
4321 LEARY WAY NW,"4321 Leary Way NW, Seattle, WA 98107, USA",4/27/2016,4/27/2016,1,1,0,1,0,0,47.659536,-122.3657283,5/18/2016,8/30/2016,C,4737,,"2 Number of Structures, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Rainier Ave So Stairway @ S. Lilac,"3509 S Lilac St, Seattle, WA 98118, USA",4/29/2016,4/29/2016,1,1,0,1,0,0,47.5667872,-122.2894385,5/20/2016,3/23/2017,C,4738,,,"1 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
NW 87th St (btw Palatine Ave N & 1st Ave NW) sidewalk,"111 N 87th St, Seattle, WA 98103, USA",5/2/2016,5/2/2016,1,1,1,0,1,1,47.69225548,-122.3574008,5/23/2016,7/26/2016,C,4739,"2 Personal Property Recovered, 4 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 2 Property Damage, ","2 Number of People, 6 Number of Structures, 1 Garbage / Litter, ","4 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Queen Anne Ave N & W Republican St Parklet,"Queen Anne Ave N & W Republican St, Seattle, WA 98109, USA",5/3/2016,10/25/2017,2,2,0,2,0,0,47.62327413,-122.3568418,5/24/2016,1/31/2017,C,4740,,"2 Number of People, 1 Garbage / Litter, ","2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
SW Spokane Street @ West Seattle Bridge & East marginal Way S,"West Marginal Way Southwest & Southwest Spokane Street, Seattle, WA 98106, USA",6/4/2015,6/18/2018,7,4,2,2,3,3,47.57124847,-122.3415665,5/24/2016,3/29/2017,C,4741,"1 Personal Property Recovered, 11 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 1 Weapons, 1 Alcohol / Drugs, 1 Property Damage, ","2 Number of Structures, 1 Garbage / Litter, 1 Garbage / Litter, 4 Number of Structures, 1 Garbage / Litter, ","11 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 1 Weapons, 1 Alcohol / Drugs, 1 Property Damage, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
